id,machine_tag,title,inscription,latitude,longitude,as_wkt,country,area,address,erected,main_photo,colour,organisations,language,series,series_ref,geolocated?,photographed?,number_of_subjects,number_of_male_subjects,number_of_female_subjects,number_of_inanimate_subjects,lead_subject_id,lead_subject_machine_tag,lead_subject_name,lead_subject_surname,lead_subject_sex,lead_subject_born_in,lead_subject_died_in,lead_subject_type,lead_subject_roles,lead_subject_primary_role,lead_subject_wikipedia,lead_subject_dbpedia,lead_subject_image,subjects
10052,openplaques:id=10052,William Makepeace Thackeray black plaque,William Makepeace Thackeray (1811-1863) novelist lived here 1854-1862,51.49201,-0.17362,POINT(-0.17362 51.49201),United Kingdom,London,"36 Onslow Square, South Kensington, SW7","",https://commons.wikimedia.org/wiki/Special:FilePath/WILLIAM_MAKEPEACE_THACKERAY_(1811-1863)_Novelist_Lived_Here_1854-1862.jpg?width=640,black,"[""London County Council""]",English,"",,true,true,1,1,0,0,509,openplaques:subject:id=509,William Makepeace Thackeray,Thackeray,male,1811,1863,man,"[""novelist""]",novelist,https://en.wikipedia.org/wiki/William_Makepeace_Thackeray,http://dbpedia.org/resource/William_Makepeace_Thackeray,https://commons.wikimedia.org/wiki/Special:FilePath/William_Makepeace_Thackeray_by_Jesse_Harrison_Whitehurst-crop.jpg?width=640,"[""William Makepeace Thackeray|(1811-1863)|man|novelist""]"
10058,openplaques:id=10058,Marie Tussaud bronze plaque,Madame Tussaud  1761-1850,51.52276,-0.15511,POINT(-0.15511 51.52276),United Kingdom,London,"Madame Tussaud's London, Marylebone Road, NW1 5LR","",https://farm2.staticflickr.com/1288/4674969473_3431576511_z.jpg,bronze,[],English,"",,true,true,1,0,1,0,394,openplaques:subject:id=394,Marie Tussaud,Tussaud,female,1761,1850,woman,"[""wax artist""]",wax artist,https://en.wikipedia.org/wiki/Marie_Tussaud,http://dbpedia.org/resource/Marie_Tussaud,"https://commons.wikimedia.org/wiki/Special:FilePath/Madame_Tussaud,_age_42.jpg?width=640","[""Marie Tussaud|(1761-1850)|woman|wax artist""]"
10086,openplaques:id=10086,Henry Moore plaque,Henry Moore sculptor (1898–1986) lived and worked in this studio between 1924 and 1928. Among several words carved here are Mother and Child 1924-5 and Woman with Upraised Arms 1927.,51.49714,-0.22819,POINT(-0.22819 51.49714),United Kingdom,London,"3 Grove Studios, Adie Road, W6","","","","[""Hammersmith and Fulham Historic Buildings Group""]",English,"",,true,false,1,1,0,0,3534,openplaques:subject:id=3534,Henry Moore,Moore,male,1898,1986,man,"[""sculptor"", ""Companion of Honour"", ""Order of Merit recipient"", ""Fellow of the British Academy""]","",https://en.wikipedia.org/wiki/Henry_Moore,http://dbpedia.org/resource/Henry_Moore,https://commons.wikimedia.org/wiki/Special:FilePath/Henry_Moore_in_workshop_Allan_Warren.jpg?width=640,"[""Henry Moore|(1898-1986)|man|sculptor, Companion of Honour, Order of Merit recipient, and Fellow of the British Academy""]"
10087,openplaques:id=10087,Patrick MacDowell plaque,Patrick MacDowell RA 1799–1870 eminent sculptor lived here for many years,51.57919,-0.14512,POINT(-0.14512 51.57919),United Kingdom,London,"34 Wood Lane, Highgate, N6","","","",[],English,"",,true,false,1,1,0,0,20160,openplaques:subject:id=20160,Patrick MacDowell,MacDowell,male,1799,1870,man,"[""sculptor""]",sculptor,https://en.wikipedia.org/wiki/Patrick_MacDowell,http://dbpedia.org/resource/Patrick_MacDowell,"","[""Patrick MacDowell|(1799-1870)|man|sculptor""]"
10088,openplaques:id=10088,plaque № 10088,"Reverend William Wilks 1843-1923 vicar of Shirley and horticulturalist lived here from 1879 to 1912, where he propagated the Shirley poppy",51.37116,-0.05053,POINT(-0.05053 51.37116),United Kingdom,London,"47 Shirley Church Road, Shirley","","","","[""London Borough of Croydon""]",English,"",,true,false,0,0,0,0,"","","","","","","","",[],"","","","",[]
10089,openplaques:id=10089,Herbert Morrison blue plaque,Herbert Morrison Lord Morrison of Lambeth 1888-1965 cabinet minister and leader of the London County Council lived here 1929-1960,51.45425,0.05522,POINT(0.05522 51.45425),United Kingdom,London,"55 Archery Road, Eltham, SE9","",https://commons.wikimedia.org/wiki/Special:FilePath/Herbert_Morrison_Lord_Morrison_of_Lambeth_1888-1965_Cabinet_Minister_and_Leader_of_the_London_County_Council_lived_here_1929-1960.jpg?width=640,blue,"[""Greater London Council""]",English,"",,true,true,1,1,0,0,16931,openplaques:subject:id=16931,Herbert Morrison,Morrison,male,1888,1965,man,"[""Cabinet Minister"", ""leader of the London County Council"", ""Companion of Honour"", ""Privy Counsellor"", ""Baron Morrison of Lambeth"", ""Member of Parliament"", ""Member of Parliament"", ""Member of Parliament"", ""Member of Parliament""]","",https://en.wikipedia.org/wiki/Herbert_Morrison,http://dbpedia.org/resource/Herbert_Morrison,https://commons.wikimedia.org/wiki/Special:FilePath/Herbert_Morrison_1947.jpg?width=640,"[""Herbert Morrison|(1888-1965)|man|Cabinet Minister, leader of the London County Council, Companion of Honour, Privy Counsellor, Baron Morrison of Lambeth, Member of Parliament, Member of Parliament, Member of Parliament, and Member of Parliament""]"
10090,openplaques:id=10090,Kathleen Godfree blue plaque,Kathleen ('Kitty') Godfree née McKane 1898-1992 Lawn Tennis Champion lived here 1936-1992,51.46001,-0.26967,POINT(-0.26967 51.46001),United Kingdom,London,"55 York Avenue, Mortlake, SW14","",https://commons.wikimedia.org/wiki/Special:FilePath/KATHLEEN_('KITTY')_GODFREE_née_McKANE_1896-1992_Lawn_Tennis_Champion_lived_here_1936-1992.jpg?width=640,blue,"[""English Heritage""]",English,"",,true,true,1,0,1,0,20573,openplaques:subject:id=20573,Kathleen Godfree,Godfree,female,1898,1992,woman,[],"",https://en.wikipedia.org/wiki/Kathleen_McKane_Godfree,http://dbpedia.org/resource/Kathleen_McKane_Godfree,"https://commons.wikimedia.org/wiki/Special:FilePath/Kathleen_McKane_Godfree,_Suzanne_Lenglen,_1925.jpg?width=640","[""Kathleen Godfree|(1898-1992)|woman|""]"
10091,openplaques:id=10091,Brown plaque № 10091,In this house from 1924 to 1947 lived V. K. Krishna Menon St. Pancras Borough Councillor 1934-1947 Honorary Freeman 1955 High Commissioner for India 1947-1952,51.54411,-0.13354,POINT(-0.13354 51.54411),United Kingdom,London,"57 Camden Square, Camden Town, NW1","","",brown,"[""London Borough of Camden""]",English,"",,true,false,0,0,0,0,"","","","","","","","",[],"","","","",[]
10092,openplaques:id=10092,Frederick Marryat plaque,Here lived Capt. Frederick Marryat RN 1792-1848 novelist,51.42068,-0.22802,POINT(-0.22802 51.42068),United Kingdom,London,"6 Woodhayes Road, SW19","","","","[""Wimbledon Society""]",English,"",,true,false,1,1,0,0,249,openplaques:subject:id=249,Frederick Marryat,Marryat,male,1792,1848,man,"[""novelist"", ""Royal Navy Captain""]","",https://en.wikipedia.org/wiki/Frederick_Marryat,http://dbpedia.org/resource/Frederick_Marryat,https://commons.wikimedia.org/wiki/Special:FilePath/Frederick_Marryat_by_John_Simpson.jpg?width=640,"[""Frederick Marryat|(1792-1848)|man|novelist and Royal Navy Captain""]"
10093,openplaques:id=10093,plaque № 10093,Lynn Fontanne (1887–1983) actress,51.60785,0.0384,POINT(0.0384 51.60785),United Kingdom,London,"6 Station Terrace, Snakes Lane, Woodford","","","","[""London Borough of Redbridge""]",English,"",,true,false,0,0,0,0,"","","","","","","","",[],"","","","",[]
10094,openplaques:id=10094,White plaque № 10094,These premises were totally destroyed by a zeppelin raid during the World War on September 8th 1915 rebuilt 1917,51.5207,-0.10632,POINT(-0.10632 51.5207),United Kingdom,London,"61 Farringdon Road, EC1","",https://s0.geograph.org.uk/geophotos/02/23/49/2234946_361b80cc.jpg,white,[],English,"",,true,true,0,0,0,0,"","","","","","","","",[],"","","","",[]
10095,openplaques:id=10095,Eric Coates plaque,Eric Coates composer lived in this house 1925 to 1931,51.58,-0.19265,POINT(-0.19265 51.58),United Kingdom,London,"7 Willifield Way, Golders Green, NW11","","","","[""London Borough of Barnet""]",English,"",,true,false,1,1,0,0,2346,openplaques:subject:id=2346,Eric Coates,Coates,male,1886,1957,man,"[""composer of By The Sleepy Lagoon"", ""composer"", ""Uncrowned King of Light Music""]","",https://en.wikipedia.org/wiki/Eric_Coates,http://dbpedia.org/resource/Eric_Coates,"","[""Eric Coates|(1886-1957)|man|composer of By The Sleepy Lagoon, composer, and Uncrowned King of Light Music""]"
10096,openplaques:id=10096,Alfred Munnings blue plaque,Sir Alfred Munning President of the Royal Academy lived here 1920-1922,51.48592,-0.16999,POINT(-0.16999 51.48592),United Kingdom,London,"64 Glebe Place, SW3","","",blue,[],English,"",,true,false,1,1,0,0,3616,openplaques:subject:id=3616,Alfred Munnings,Munnings,male,1878,1959,man,"[""President of the Royal Academy"", ""Knight Bachelor"", ""Knight Commander of the Royal Victorian Order""]","",https://en.wikipedia.org/wiki/Alfred_Munnings,http://dbpedia.org/resource/Alfred_Munnings,"","[""Alfred Munnings|(1878-1959)|man|President of the Royal Academy, Knight Bachelor, and Knight Commander of the Royal Victorian Order""]"
10097,openplaques:id=10097,William McMillan blue plaque,William McMillan sculptor lived here 1921-1966,51.4859,-0.16999,POINT(-0.16999 51.4859),United Kingdom,London,"64 Glebe Place, SW3","","",blue,[],English,"",,true,false,1,1,0,0,6615,openplaques:subject:id=6615,William McMillan,McMillan,male,1887,1977,man,"[""sculptor""]",sculptor,https://en.wikipedia.org/wiki/William_McMillan_(sculptor),http://dbpedia.org/resource/William_McMillan_(sculptor),"","[""William McMillan|(1887-1977)|man|sculptor""]"
10098,openplaques:id=10098,Anton Dolin blue plaque,Sir Anton Dolin 1904-1983 ballet dancer lived here 1926-1939,51.48594,-0.16999,POINT(-0.16999 51.48594),United Kingdom,London,"66 Glebe Place, SW3","","",blue,[],English,"",,true,false,1,1,0,0,8975,openplaques:subject:id=8975,Anton Dolin,Dolin,male,1904,1983,man,"[""ballet dancer""]",ballet dancer,https://en.wikipedia.org/wiki/Anton_Dolin,http://dbpedia.org/resource/Anton_Dolin,"https://commons.wikimedia.org/wiki/Special:FilePath/2016-02-02_-16_-_Carrow_Road,_Norwich.JPG?width=640","[""Anton Dolin|(1904-1983)|man|ballet dancer""]"
10099,openplaques:id=10099,David Livingstone stone plaque,David Livingstone Missionary and Explorer lived here in the year 1857. Born in 1813 Died in 1873,51.66081,-0.19665,POINT(-0.19665 51.66081),United Kingdom,London,"Livingstone Cottage, Hadley Green","",https://s0.geograph.org.uk/photos/36/81/368133_a405f3f0.jpg,stone,[],English,"",,true,true,1,1,0,0,2824,openplaques:subject:id=2824,David Livingstone,Livingstone,male,1813,1873,man,"[""explorer"", ""pioneer medical missionary"", ""son-in-law of Mary Moffat""]","",https://en.wikipedia.org/wiki/David_Livingstone,http://dbpedia.org/resource/David_Livingstone,https://commons.wikimedia.org/wiki/Special:FilePath/David_Livingstone_-1.jpg?width=640,"[""David Livingstone|(1813-1873)|man|explorer, pioneer medical missionary, and son-in-law of Mary Moffat""]"
101,openplaques:id=101,Heinrich Heine black plaque,Heinrich Heine German poet and essayist (1799-1856) lived here 1827,51.50737,-0.12459,POINT(-0.12459 51.50737),United Kingdom,London,"32 Craven Street, Westminster, WC2",1912,https://commons.wikimedia.org/wiki/Special:FilePath/HEINRICH_HEINE_German_Poet_and_Essayist_(1799-1856)_Lived_Here_1827.jpg?width=640,black,"[""London County Council""]",English,"",,true,true,1,1,0,0,100,openplaques:subject:id=100,Heinrich Heine,Heine,male,1799,1856,man,"[""essayist"", ""poet""]","",https://en.wikipedia.org/wiki/Heinrich_Heine,http://dbpedia.org/resource/Heinrich_Heine,https://commons.wikimedia.org/wiki/Special:FilePath/Heinrich_Heine-Oppenheim.jpg?width=640,"[""Heinrich Heine|(1799-1856)|man|essayist and poet""]"
10100,openplaques:id=10100,Michael Faraday Belgian Blue Stone plaque,Michael Faraday 1791–1867 scientific genius and discoverer of electomagnetism,51.49062,-0.09664,POINT(-0.09664 51.49062),United Kingdom,London,"Walworth Road, SE17","",https://s0.geograph.org.uk/geophotos/04/33/91/4339156_8517427a.jpg,Belgian Blue Stone,"[""London Borough of Southwark""]",English,"",,true,true,1,1,0,0,913,openplaques:subject:id=913,Michael Faraday,Faraday,male,1791,1867,man,"[""man of science""]",man of science,https://en.wikipedia.org/wiki/Michael_Faraday,http://dbpedia.org/resource/Michael_Faraday,https://commons.wikimedia.org/wiki/Special:FilePath/M_Faraday_Th_Phillips_oil_1842.jpg?width=640,"[""Michael Faraday|(1791-1867)|man|man of science""]"
10127,openplaques:id=10127,Eleanor Marx blue plaque,Eleanor Marx 1855-1898 Socialist Campaigner lived and died here,51.42936,-0.06,POINT(-0.06 51.42936),United Kingdom,London,"7 Jews Walk, Sydenham",2008,https://commons.wikimedia.org/wiki/Special:FilePath/ELEANOR_MARX_1855-1898_Socialist_Campaigner_lived_and_died_here.jpg?width=640,blue,"[""English Heritage""]",English,"",,true,true,1,0,1,0,1017,openplaques:subject:id=1017,Eleanor Marx,Marx,female,1855,1898,woman,"[""daughter of Karl Marx"", ""daughter of Jenny von Westphalen""]","",https://en.wikipedia.org/wiki/Eleanor_Marx,http://dbpedia.org/resource/Eleanor_Marx,https://commons.wikimedia.org/wiki/Special:FilePath/Eleanor_Marx.jpg?width=640,"[""Eleanor Marx|(1855-1898)|woman|daughter of Karl Marx and daughter of Jenny von Westphalen""]"
10128,openplaques:id=10128,William Crookes blue plaque,Sir William Crookes 1832-1919 scientist lived here from 1880 until his death,51.51139,-0.20259,POINT(-0.20259 51.51139),United Kingdom,London,"7 Kensington Park Gardens, Notting Hill, W11","",https://farm66.staticflickr.com/65535/49266173203_ace7c5cb0d_z.jpg,blue,"[""Greater London Council""]",English,"",,true,true,1,1,0,0,7168,openplaques:subject:id=7168,William Crookes,Crookes,male,1832,1919,man,"[""scientist"", ""Knight Bachelor"", ""President of the Royal Society"", ""Order of Merit recipient""]","",https://en.wikipedia.org/wiki/William_Crookes,http://dbpedia.org/resource/William_Crookes,https://commons.wikimedia.org/wiki/Special:FilePath/PSM_V10_D660_William_Crookes.jpg?width=640,"[""William Crookes|(1832-1919)|man|scientist, Knight Bachelor, President of the Royal Society, and Order of Merit recipient""]"
10129,openplaques:id=10129,Nicolas Medtner blue plaque,Nicolas Medtner composer and pianist lived in this house from 1935 to 1951,51.57665,-0.20076,POINT(-0.20076 51.57665),United Kingdom,London,"69 Wentworth Road, Golders Green, NW11","",https://commons.wikimedia.org/wiki/Special:FilePath/Nicolas_Medtner_plaque.jpg?width=640,blue,"[""London Borough of Barnet""]",English,"",,true,true,1,1,0,0,6962,openplaques:subject:id=6962,Nicolas Medtner,Medtner,male,1879,1951,man,"[""composer"", ""pianist""]","",https://en.wikipedia.org/wiki/Nikolai_Medtner,http://dbpedia.org/resource/Nikolai_Medtner,https://commons.wikimedia.org/wiki/Special:FilePath/Metner_N.K._Postcard-1910.jpg?width=640,"[""Nicolas Medtner|(1879-1951)|man|composer and pianist""]"
10130,openplaques:id=10130,plaque № 10130,"This building 'Wykeham House' was known in 1916 as The Meeting House ('Te Whare Puni') a resident welfare home for convalescing soldiers of the New Zealand Expeditionary Force attached to base hospital at 'Grey Towers' Camp, Hornchurch.",51.57203,0.21903,POINT(0.21903 51.57203),United Kingdom,London,"67 Butts Green Road, Hornchurch",2005,"","",[],English,"",,true,false,0,0,0,0,"","","","","","","","",[],"","","","",[]
10161,openplaques:id=10161,"W. S. Gilbert, Richard Norman Shaw, and Frederick Goodall blue plaque","This house designed by R. Norman Shaw Architect, for Frederick Goodall Painter was later the home of W. S. Gilbert Writer and librettist",51.62323,-0.35204,POINT(-0.35204 51.62323),United Kingdom,London,"Grim's Dyke, Harrow Weald","",https://commons.wikimedia.org/wiki/Special:FilePath/This_house_designed_by_NORMAN_SHAW_Architect_for_FREDERICK_GOODALL_Painter_was_later_the_home_of_W.S._GILBERT_Writer_and_librettist.jpg?width=640,blue,"[""Greater London Council""]",English,"",,true,true,3,3,0,0,206,openplaques:subject:id=206,W. S. Gilbert,Gilbert,male,1836,1911,man,"[""dramatist"", ""poet"", ""writer"", ""librettist"", ""playwright""]","",https://en.wikipedia.org/wiki/W._S._Gilbert,http://dbpedia.org/resource/W._S._Gilbert,https://commons.wikimedia.org/wiki/Special:FilePath/William_S._Gilbert_(1878).jpg?width=640,"[""W. S. Gilbert|(1836-1911)|man|dramatist, poet, writer, librettist, and playwright"", ""Richard Norman Shaw|(1831-1912)|man|architect"", ""Frederick Goodall|(1822-1904)|man|painter""]"
102,openplaques:id=102,Douglas Macmillan blue plaque,Douglas Macmillan 1884-1969 founder of Macmillan Cancer Relief lived here,51.4875,-0.13909,POINT(-0.13909 51.4875),United Kingdom,London,"15 Ranelagh Road, Pimlico, Westminster, SW1",1997,https://farm7.staticflickr.com/6201/6127755318_d714c5f963_z.jpg,blue,"[""English Heritage""]",English,"",,true,true,1,1,0,0,101,openplaques:subject:id=101,Douglas Macmillan,Macmillan,male,1884,1969,man,"[""founder of Macmillan Cancer Relief""]",founder of Macmillan Cancer Relief,https://en.wikipedia.org/wiki/Douglas_Macmillan,http://dbpedia.org/resource/Douglas_Macmillan,"","[""Douglas Macmillan|(1884-1969)|man|founder of Macmillan Cancer Relief""]"
10273,openplaques:id=10273,W. G. Grace red plaque,W. G. Grace 1848-1915 cricketer lived in a house on this site,51.42063,-0.05995,POINT(-0.05995 51.42063),United Kingdom,London,"77 Lawrie Park Road, Sydenham, SE26","","",red,"[""London Borough of Lewisham"", ""Laing Homes""]",English,"",,true,false,1,1,0,0,897,openplaques:subject:id=897,W. G. Grace,Grace,male,1848,1915,man,"[""cricketer"", ""Licentiate of the Royal College of Physicians"", ""Member of the Royal College of Surgeons"", ""Doctor of Medicine""]","",https://en.wikipedia.org/wiki/W._G._Grace,http://dbpedia.org/resource/W._G._Grace,https://commons.wikimedia.org/wiki/Special:FilePath/Ranji_1897_page_171_W._G._Grace_playing_forward_defensively.jpg?width=640,"[""W. G. Grace|(1848-1915)|man|cricketer, Licentiate of the Royal College of Physicians, Member of the Royal College of Surgeons, and Doctor of Medicine""]"
